MRID,MUSE_702,MUSE_601,MUSE_604,MUSE_47,MUSE_48
62_20130913,1284832.9284803867,618862.4710235753,466526.5182152203,4327.270621594511,4384.700447745303
62_20150423,1284016.2132441998,612094.8043670456,464697.1441495159,4271.233834323662,4372.8025988445015
62_20171218,1293635.1637464762,593512.0525095641,478322.21089321456,4182.892957883662,4310.015761836258
622_20080213,1448335.25755167,602005.9886689214,501271.1919174512,3781.909049783503,3713.1901510092407
622_20090716,1443229.257348776,587915.4828630129,495182.9688590003,3619.3170149273583,3557.488997589571
626_20121124,1346488.0,669553.950722175,528984.7068819031,4422.259983007646,4140.824129141886
627_20130315,1520582.460422516,637440.551725444,469489.311463818,3733.127517456469,3387.801936942056
627_20150721,1524554.1924915314,634489.1334549168,465484.805098,3631.112849765321,3239.411897589769
631_20130422,1409215.9271240234,632123.7353400962,542699.7435151286,3922.249216672193,3593.217700839836
632_20130830,1476618.0586755276,636199.8837884951,496001.1621150495,3901.220220801859,3479.372457873329
632_20140619,1475597.3357629776,637010.8891888815,497005.4161312884,3870.208024982516,3517.8423304002727
632_20160118,1479539.2030388117,628976.3858079638,489321.9000036498,3823.9418627757104,3495.7114875359403
635_20120112,1301507.0,678534.9214410679,529193.8422152166,4191.64092087096,3958.710940471315
636_20130413,1542624.0,651630.8316219636,537462.5054452673,4067.640591615326,3892.4391167257854
636_20150201,1542646.5288162231,640614.6898060996,533966.8543958181,3992.492130414716,3893.3055369727895
637_20121029,1402730.455739498,639217.2494443695,496162.4443300011,3772.744926608849,3579.45903218466
637_20140612,1404794.9304654598,626052.3072008037,492847.8953343453,3638.944152064517,3477.701913705163
637_20150131,1421657.3894872663,624701.9879661297,522572.92562043935,3729.768283984711,3609.06380877485
638_20121020,1158018.0,649747.076470314,505611.9853059279,4370.199772369687,4136.809617812503
638_20140824,1152040.6480050087,642493.8825855721,504329.77529406553,4432.60167407527,4168.2095831825145
638_20150131,1152651.8244402409,634137.115223949,501491.4401670584,4364.495411013394,4117.612356211897
639_20121124,1685361.0,638889.810550974,545481.175843039,3824.960943085784,3707.870301970913
639_20140727,1682860.370540619,634098.0646158052,541302.3347020269,3868.011195160648,3729.503764402479
639_20160209,1707849.14971447,632720.1478816665,536451.3728355853,3860.832203258831,3704.255403864034
64_20071203,1269993.6504650116,655669.3388061168,480929.66452744335,4038.700667467931,3784.677340106281
64_20090603,1272633.6505699158,639896.3063681487,478056.4020940512,3903.574445936364,3697.2715477573433
64_20110520,1273866.050618887,640383.1925806954,471210.0927413088,3913.2687425522,3712.553753691519
64_20120627,1272151.250550747,630556.3961264981,473972.47119682,3834.912076489021,3610.995296785477
