MRID,MUSE_702,MUSE_601,MUSE_604,MUSE_47,MUSE_48
118_20120221,1511289.6155987668,602129.9943799236,505971.7437030045,3655.358036771715,3424.9610397717047
118_20130527,1506943.7550934143,592571.2467242727,496375.62617493793,3582.0495338584474,3429.710490242199
118_20141020,1506168.389366636,589847.8334077859,492679.0060545515,3637.172282697785,3436.7813660798456
118_20171208,1517923.680790134,551369.7882301611,509878.7850080586,3624.404430555286,3493.4134619133883
1183_20110922,1410297.414174406,584458.6981806903,531644.747933878,3672.848583093383,3439.5354285541976
1183_20170810,1419228.207707727,560049.6613354274,542431.3050963435,3286.231082394504,2926.021877981678
1184_20111114,1580482.441337682,657759.055213927,509975.68709441903,4093.284526437432,3761.3945931324897
1186_20111129,1581688.9452739032,673625.5194972199,553962.1827074549,4106.387720554796,3781.5745476158254
1187_20111129,1370651.5133849203,632497.0283916426,479217.1911297138,3978.1271187316975,3767.21673708144
1189_20120919,1375591.6700245216,597721.4160953811,467169.2253953319,3649.4632839136016,3536.8141887172565
1189_20170905,1364847.95116164,569312.3949542928,452984.3047532941,3428.141376754673,3480.306455679847
1191_20120209,1463565.40665362,624209.2217866293,521874.4042624487,3981.4072225930345,3819.70320291943
1192_20130731,1339539.3555846866,588315.6420461742,474758.150713658,3632.981674077806,3287.370676343796
1192_20170802,1350201.729378648,580028.3066399783,488912.0533082754,3621.569292802596,3264.8927031286694
1193_20111116,1281106.4377940348,582803.8914078287,444774.87348237215,3844.723434077629,3475.8053326124905
1194_20111130,1290370.653510972,617054.2837866511,462351.16243937536,3060.707903218976,2839.4274236423216
1194_20170920,1297597.8992959862,602718.7734946773,468781.7391170784,2657.348408691588,2428.946295514704
1196_20120712,1685513.1289467565,690525.4057038808,617948.0413574618,4377.225849420672,3511.921350574377
1197_20120503,1233341.7451735577,504110.9534247031,426084.3837506892,3127.8505156683814,3061.540648993583
1198_20120607,1325954.6098329015,625059.9481236531,488527.79684552463,3974.334108824221,3603.622427586836
1198_20170828,1324204.269807106,612459.798120539,467483.3930293127,3956.994258111805,3632.080318595675
12_20080808,1287901.0411167038,512858.7724085045,427007.0825008748,2847.3768950251347,2604.906544518296
12_20100416,1286482.0726266962,497098.1522424676,427215.1614669961,2626.621160840777,2548.98043819377
12_20110906,1283808.9416709635,488658.68050044606,423207.90651257336,2548.968748578406,2559.3138003477216
120_20120417,1411456.9890905467,594376.5406939118,531368.5260335983,3576.5357309737087,3559.390186686669
1209_20130608,1514013.9537199046,522921.4270745813,515674.34121762647,3085.901289583465,2659.904754614388
121_20080421,1342595.9169305142,612811.5406441818,465934.6912560134,3474.188590614334,3305.7151278214687
121_20090826,1342739.352756729,613576.6247797115,463338.1361662732,3468.823020300796,3306.509009670167
121_20110603,1341249.145481634,606791.3459926192,463473.3568539739,3397.280632605597,3258.4771397417408
121_20121008,1341391.700020259,600224.8968604138,469044.80910119344,3390.541507753181,3228.791041644401
121_20140409,1343871.6466908767,600479.8125213676,466215.13655711873,3318.44322795622,3210.597055546275
121_20151012,1338771.3863438088,597153.237597248,467867.3697833127,3222.529888787097,3115.0647809325737
1214_20121020,1350677.1793359711,545097.2356723177,481139.8777573996,3628.1660590955935,3565.423830534678
1214_20141126,1334913.3345829071,538248.2449882512,435323.4769053893,3579.040367767252,3447.7384164191294
1214_20171101,1348947.16093587,530573.6355792007,437239.7722975988,3589.850881332301,3636.22359157024
1215_20130714,1535502.3405506802,630978.5081095875,510139.3524392189,3960.6783549392617,3319.7770064902584
1215_20141019,1527473.7276060835,616783.2285763843,499618.3590826396,3832.8940124463415,3142.6105239287945
1218_20130530,1781359.298729512,689686.4604376099,675539.0272693295,3772.001199971928,3274.9935174993207
1218_20141031,1778650.8257731262,679460.1379204908,675282.9198627633,3729.864760151587,3218.8605248452945
1219_20120613,1263074.2082149838,550716.4929672698,456633.8095901936,3361.87547851566,3343.648773215771
122_20120404,1350533.1719754734,589258.2605840901,471825.3563246115,3451.572149497957,3158.022970926552
1222_20121201,1385263.387512138,584806.5038629277,503541.9994794677,3316.6089788637464,3065.0326755042647
1222_20171214,1380455.3671269224,578044.046401369,473990.046066034,3209.7867652022774,3007.854512340117
1224_20120531,1299031.590565289,579968.9798156375,484005.9975136197,3072.129669771652,2875.092684770292
1224_20180521,1295056.7546553644,524149.3469456017,447986.3512811431,2191.9799758812014,1941.338807962297
1225_20130504,1421261.699657192,631083.9383602762,518427.4014005519,4406.50397515567,4106.8071968788445
1225_20160602,1424906.1132058587,635062.4422788094,526376.6197703369,4370.0027110451565,4055.104779688373
1225_20171125,1416227.2457393247,629149.7086646474,513405.9950620304,4368.2043779648575,4048.755766535738
1226_20120605,1502807.2812989808,577186.1091342636,517974.8025561964,3085.8016025675943,2871.996539028526
1227_20120605,1300597.5204680748,546189.5526739024,447001.08336997294,3415.6565070837137,2597.2521673035744
1228_20130720,1390083.975615057,632797.0205039422,541776.6023832575,4122.319961670423,3777.619654919617
1228_20141122,1386786.8720928745,625299.6437122902,540197.0928123667,4092.850995372073,3837.296326501517
1228_20160607,1405026.4727053875,619437.0230915445,539155.1597058213,4079.04177423033,3779.422099491416
1228_20171208,1380055.155009966,598198.1172328743,508473.8779615223,4077.384059409371,3855.876484744316
123_20080414,1351111.453082973,593646.5834044411,472768.7151238459,3182.4811666816013,3326.9882523214696
1230_20120704,1366519.9382474322,615463.8410703023,472363.433549753,3534.526363722688,3364.6352631971786
1234_20120608,1589079.440505816,703425.39339827,573507.267521205,3814.4655830298498,3741.948964116689
1234_20131004,1584635.5594866306,689728.0563221028,569460.330514437,3778.655708387306,3636.358500474064
1234_20160113,1585514.8370070187,683862.4819446368,569405.796166697,3702.777225661464,3582.170044948302
1236_20130930,1320167.8395567934,539456.121861151,462320.02741696045,2308.232845097717,2269.131262158792
1236_20141218,1318543.2774192262,528962.5381137512,465194.7207380732,2225.938270576596,2182.1404988194136
1237_20120818,1323930.641655665,633861.6406972161,503066.590757622,3915.7978488465033,3513.937205776887
1237_20180201,1321151.7994459225,632057.4663354965,483281.69583964907,3999.7738407653233,3471.830090255761
1238_20120614,1596934.7565003696,678350.8630629006,599314.0885625243,3941.2036373794704,3794.53744629886
1238_20141029,1576303.747164252,655787.0006544233,547142.0012554452,3845.7439460788287,3656.410441825223
124_20120315,1270736.7611746383,477623.5699035069,436553.3389360196,1666.1477982691392,1631.361023223708
1241_20131027,1224681.8400101748,574475.7862363579,421748.0355701437,3614.3147560537377,3245.894450756185
1241_20160517,1224489.0535757374,558593.5064675427,435216.6469896023,3600.0803862866883,3169.0243710071627
1241_20170318,1230335.1993558032,574503.3873005994,439318.1889623183,3596.6358322422066,3135.4537174148536
1246_20120307,1650929.7776142394,664274.495259857,559868.6692950298,3384.917380043113,3393.6133514201365
1249_20120718,1345926.2468744544,634266.866357917,477436.4658362166,3975.796687440702,3707.074198838602
1249_20131127,1344787.503649952,626679.922679075,472484.1368247424,4023.832195557656,3683.965762321448
1249_20160115,1342084.8461485289,620322.1763742863,472168.1079751822,4026.715703727044,3726.795264088322
1249_20180620,1351598.045934466,622143.9267068696,487671.3141139749,4293.355291739619,3866.079042850981
125_20080505,1472605.8761721929,592570.7127312918,480396.2859889143,2847.855574737692,2735.787768412932
125_20090923,1470498.9125886343,584617.390398505,483096.15422265936,2675.155164635326,2710.514255759136
1251_20120622,1239647.171210711,601058.3020884616,458111.307713424,3521.6427201239426,3794.1698655114833
1251_20131202,1240111.8078845844,602700.257588626,458178.2308094966,3451.98607812578,3698.998946627552
1251_20151123,1236303.8154532516,596886.6538882087,459185.92330096185,3268.495344800521,3677.8273920310426
1255_20130612,1347701.7172738735,535491.8314530253,489102.3710805752,3450.097228600101,2988.500941684341
1257_20130720,1281282.6664939085,503917.7645187086,463904.1248242215,3415.6186424792904,3138.589519719409
1257_20141122,1279944.5396694583,497536.62898034207,462694.716185964,3314.8679623827466,3109.0832956476934
1258_20120806,1287756.3994901502,571736.6276257777,448608.7914552747,3701.500475265065,2986.190130886876
1258_20131120,1286086.8081927048,560567.7580312442,446408.7684209359,3530.538312761804,2899.1851877291024
1258_20160119,1285457.269270423,552182.088524859,444172.7953763233,3357.789451359986,2770.2679177442355
1258_20180129,1298783.741775008,547894.4725971234,460330.0587569235,3262.2301441796844,2654.49760517544
1259_20141019,1610949.4168838568,596857.0352794474,547449.7674636007,3301.685100653576,3171.2821502860534
1259_20160608,1614127.955395573,615333.5959384417,562227.599017127,3437.7329639482728,3181.1223267412524
126_20080121,1332812.691121953,601823.6965987751,505328.6788186104,4123.492519038753,3846.723789303563
126_20090629,1330846.004889103,592619.6033037071,502209.2613206608,4070.376010095574,3798.4807945742
126_20110531,1328457.0365793288,596757.9154320972,497516.78935409937,4132.397552343727,3732.437635974554
126_20120813,1328607.7181476722,596624.605830687,498527.1406678018,4097.79973841276,3840.708389688478
126_20140213,1324005.253740976,586544.935652825,493496.53381684393,4009.9251211789424,3710.208610694566
126_20170227,1318960.7148523084,577585.0120116959,492397.4892772127,3958.29090333944,3641.744739686638
1260_20130615,1249812.674526404,482506.0980248927,424881.28903174,2061.941814721444,2076.91912121636
1261_20130608,1344347.3661435356,576581.5517885487,486556.7301352249,3171.532981230097,2753.1037080464566
1262_20130625,1439736.946544582,587416.3536630387,500627.5495909808,2647.299305880076,2489.2977727918537
1263_20121218,1528120.867123941,639668.3335846046,526443.0505365097,4423.421683197489,3774.7217083123546
1264_20130319,1560227.1139972373,655573.3991593993,544738.8586298198,3495.6578656474385,3331.803505386624
1265_20130804,1292295.5073169824,557370.8046443858,443194.9041788902,2599.9012056838305,2858.947755958753
1265_20141123,1295042.9776075317,554342.1284319533,442598.84602042485,2521.939374934332,2851.5624178179146
1265_20160602,1261155.9365607642,537418.3386162836,443767.1701278232,2548.663680496473,2700.5933900834816
1265_20171216,1263529.5433667726,534738.8147910086,443285.6091944225,2483.800636076588,2750.610131486747
1266_20121115,1210999.975876839,547655.5641508715,428197.5596952078,3746.963262153408,3468.0017729024257
1269_20141111,1590822.2762756618,682847.0650688205,505990.9185257577,3312.9415224105096,3339.3732997955326
1269_20160429,1677398.8592480663,696926.1372158533,563251.5922715992,3150.1612718320525,3405.256505536987
127_20110901,1427062.4793638275,611227.819778631,508821.6331842226,3365.877358049079,3459.832966159531
1272_20130908,1356327.306527405,577969.5405069421,457215.1788371538,3529.016413910146,3145.700153198861
1273_20130721,1296431.1322252534,535832.8925249337,456049.1238416274,2349.345912408875,2375.813886720851
1277_20121013,1650873.217750686,655320.0927357182,583332.6454551367,4005.237969836872,3777.0776317943246
1278_20120825,1068626.6561073414,511514.6448549968,399565.2876143031,3569.35510452838,3349.4389060932704
1278_20140621,1065728.6040401824,503843.0892830922,397773.2695971065,3525.7065122720005,3320.150577412556
1278_20151122,1063961.384971307,497642.2342199602,394517.36261333607,3519.8640927410725,3291.113557426335
1279_20130608,1546385.4255333422,625370.8782507577,555150.4364757222,3165.466050254702,3077.8806121763323
1281_20130413,1426561.6581733436,625516.4416468585,553091.966527446,3789.813063037156,3327.163791548401
1283_20120220,1593667.0628308246,663426.7785992065,503891.5135295711,3270.587982847943,3093.8143648282257
1285_20130125,1413843.8050882698,580654.0403228488,506099.0276807312,3566.3330672854136,3335.563830302125
1285_20140731,1411084.6571396494,572871.4604679242,506623.9498670021,3615.544800089744,3256.1610626575584
1285_20160225,1411185.1027799414,568760.9868098861,507013.36431494827,3441.401820573378,3211.211835176224
1286_20121114,1191183.0820916705,560953.958491941,410410.11267549393,3520.478512057301,2997.5588879351217
1286_20180528,1194329.902902105,543841.7081650825,417512.13871036767,3663.54313295984,2839.3538547647017
1287_20120825,1669815.5481544,711265.206638739,623760.9725092408,4158.431875541302,3331.004354407119
129_20120419,1434527.2644977572,552167.1319178987,469304.3551966239,3770.2191106776536,3332.3309530446804
129_20131121,1431804.3774295845,547250.2236514307,470620.0255526336,3713.527251655744,3289.8468609203906
129_20180426,1425600.7146682432,505487.55523584376,458787.880486783,3552.979912923947,3091.5285093906687
1290_20121113,1382020.4368881222,598777.2088047714,484985.9486578075,3578.4298418269905,3588.21861071794
1291_20130612,1321241.7470084408,588228.6198632253,462132.23888156086,3081.193986014984,3559.4878786696986
1291_20141202,1319140.684891511,571006.7584233658,458219.02778123785,2857.198249857629,3476.591958118804
1291_20160728,1321665.198418049,563465.9115796608,454552.5521890567,2632.5603223095486,3517.566187147828
1293_20131208,1267982.4150536077,573098.9981023426,470549.1264973813,3598.283007022041,3141.212678024764
1293_20170121,1265834.2342524675,553275.1214225674,474707.83840390446,3533.478068028492,3111.752769149691
1295_20130427,1367892.373608136,619610.3535664892,491286.8652543061,3483.0983410518065,3273.604975774618
1298_20121124,1599261.360037895,611899.3636922601,578737.7416932033,2786.3467265016907,2723.3804065438044
1298_20141101,1591818.8166151133,585391.2465805106,574796.1318444858,2855.0731793498994,2690.159296113099
1301_20130112,1381603.327978924,541829.5666114365,515495.0512805537,3982.725507194359,3755.09341712709
1302_20120821,1386566.4038263594,611616.8326895724,506445.3348105558,3912.634414991857,3398.6306611356827
1302_20140226,1388294.4961492687,609993.9171002562,499436.7377655649,3999.8176817822177,3373.6205191104746
1303_20130508,1308403.59984105,565995.981997841,447785.0523428407,3379.5136652824044,3126.5259490992894
1303_20141030,1308579.3201570709,560339.1490358256,447079.0198310359,3355.974842478336,3055.626567947128
1303_20160701,1306271.5227879933,556885.5076878986,447655.61443560006,3276.9176816578,3012.702666554249
1304_20130216,1425683.4038105926,660117.5956848456,524054.60511866526,4107.21096466532,3981.084351212588
1304_20150131,1413590.6680349887,632710.5654620565,534970.2546089585,3826.458085065716,3868.8057710466273
1308_20130511,1517846.6161891196,577206.4633852766,543364.3988892094,3607.384329584574,3605.8593362022816
1309_20130511,1319123.0012601377,637142.446623941,449698.8910374988,3613.793641503028,3328.4653645253534
1310_20121210,1376977.5717398822,533583.0999928397,513517.1436987679,3317.451536096104,3346.12742899706
1310_20140409,1368595.4934331407,544219.5750939857,468527.3498974263,3366.737833990669,3304.5893791439325
1311_20130406,1283489.2669337231,566703.0000054615,499128.5836537013,3703.114433931938,3375.1009871121096
1311_20141207,1280919.4012635564,555766.5937550794,493726.2847331504,3628.243159573186,3342.773945274294
1312_20130424,1389476.794277297,635851.232082511,501585.45366867824,3700.61657100464,3380.1927128239267
1312_20141024,1386976.091059604,623487.7213852238,503918.5038123839,3670.0347143172417,3423.850089925786
1312_20160819,1392075.168608446,631655.0597430695,502308.79003637016,3617.812580871475,3369.3627851743327
1313_20180618,1337840.5058642,576367.7097294338,456518.2504730022,4052.07443220868,3356.401250612606
1316_20130406,1253989.0572383576,507795.74066991085,428106.2112311197,2993.817231983438,2719.679006535077
132_20180516,1488667.3045780428,629433.2949128149,529063.683497271,4583.897926393661,4325.043551318508
1321_20120829,1395991.799497716,594972.3106056859,545954.2477997413,4253.569143531075,3994.751437674917
1322_20120710,1526529.4976370067,654929.2834635747,502916.73383309785,4146.874056672478,3932.65499744118
1322_20150727,1526099.6104839323,642846.3176582915,492497.4369748468,3962.947802320486,3847.1113638769048
1324_20130112,1377491.763270011,533674.0294402763,483921.143977778,3053.108290970653,2964.211889181869
1326_20121022,1446298.5487138962,633813.2960881351,511458.6049096315,3361.8603044105885,3111.600185189267
1327_20121013,1049623.2617960563,468998.4349182946,377277.0888723378,3318.1464021269744,2950.499063585675
1328_20130112,1576686.7349925092,677835.1096283424,607719.5589237802,3969.5449925436815,3753.335507762849
1329_20121110,1270660.2017636672,528898.605426866,429757.770174554,2650.73524019682,2315.8347290033635
